"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1977-Q3","Q3-1977","PC","Percentage","0","Units",,,7.35666666666666,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1977-Q4","Q4-1977","PC","Percentage","0","Units",,,7.59666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1978-Q1","Q1-1978","PC","Percentage","0","Units",,,8.01,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1978-Q2","Q2-1978","PC","Percentage","0","Units",,,8.32,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1978-Q3","Q3-1978","PC","Percentage","0","Units",,,8.49,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1978-Q4","Q4-1978","PC","Percentage","0","Units",,,8.82,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1979-Q1","Q1-1979","PC","Percentage","0","Units",,,9.10666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1979-Q2","Q2-1979","PC","Percentage","0","Units",,,9.11333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1979-Q3","Q3-1979","PC","Percentage","0","Units",,,9.10333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1979-Q4","Q4-1979","PC","Percentage","0","Units",,,10.4466666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","Units",,,11.9866666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","Units",,,10.4766666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","Units",,,10.9533333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","Units",,,12.4233333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","Units",,,12.96,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","Units",,,13.75,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","Units",,,14.8466666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","Units",,,14.0866666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1982-Q1","Q1-1982","PC","Percentage","0","Units",,,14.2933333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1982-Q2","Q2-1982","PC","Percentage","0","Units",,,13.93,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1982-Q3","Q3-1982","PC","Percentage","0","Units",,,13.1166666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1982-Q4","Q4-1982","PC","Percentage","0","Units",,,10.6666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","Units",,,10.5633333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","Units",,,10.5433333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","Units",,,11.6266666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","Units",,,11.6866666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","Units",,,11.9433333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","Units",,,13.2,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","Units",,,12.8666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","Units",,,11.7433333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,11.5833333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,10.8133333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,10.3366666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,9.76,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,8.55666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,7.60333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,7.30666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,7.26333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,7.19333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","Units",,,8.34333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","Units",,,8.87666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","Units",,,9.12333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","Units",,,8.41666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1988-Q2","Q2-1988","PC","Percentage","0","Units",,,8.91,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","Units",,,9.1,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1988-Q4","Q4-1988","PC","Percentage","0","Units",,,8.95666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1989-Q1","Q1-1989","PC","Percentage","0","Units",,,9.20666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1989-Q2","Q2-1989","PC","Percentage","0","Units",,,8.77333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1989-Q3","Q3-1989","PC","Percentage","0","Units",,,8.10666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1989-Q4","Q4-1989","PC","Percentage","0","Units",,,7.90666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","Units",,,8.42333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","Units",,,8.67666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","Units",,,8.70333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","Units",,,8.39666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","Units",,,8.01666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","Units",,,8.13,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","Units",,,7.94,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","Units",,,7.34666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","Units",,,7.30333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","Units",,,7.37666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","Units",,,6.61666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","Units",,,6.74333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,6.28,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","Units",,,5.99,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,5.61666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,5.60666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,6.06666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,7.08333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,7.33333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,7.83666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,7.48333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,6.62,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,6.32333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,5.89333333333334,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,5.91,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,6.72,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,6.78,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,6.34333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,6.56333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,6.69666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,6.24333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,5.90666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,5.58666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,5.59666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,5.20333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,4.67,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,4.98333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,5.54,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,5.88333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,6.14,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,6.48,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,6.17666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,5.89333333333334,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,5.56666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,5.05,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,5.27,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,4.98,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,4.77,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,5.07666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,5.1,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,4.26,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,4.00666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,3.92,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,3.62,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,4.23333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,4.28666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,4.02,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,4.6,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,4.30333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,4.17333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,4.29666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,4.16,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,4.21333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,4.49,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,4.57,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,5.07,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,4.89666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,4.63,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,4.68,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,4.84666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,4.73,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,4.26,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,3.66333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,3.88666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,3.86333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,3.25333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,2.73666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,3.31333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,3.51666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,3.46,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,3.71666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,3.49,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,2.78666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,2.86333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,3.46,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,3.21,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,2.42666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,2.04666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,2.03666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,1.82333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,1.64333333333333,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,1.70666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.95,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.99666666666667,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.71,,
"USA","United States","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.74666666666667,,
